Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,118.209999,118.739998,117.669998,117.989998,117.989998,5730400
2018-01-09,118.260002,118.980003,117.949997,118.080002,118.080002,4573600
2018-01-10,118.129997,118.360001,116.699997,117.480003,117.480003,3363900
2018-01-11,117.639999,117.849998,116.379997,116.879997,116.879997,3685200
2018-01-12,116.949997,118.010002,116.849998,117.379997,117.379997,4335500
2018-01-16,117.199997,118.349998,117.029999,117.860001,117.860001,4936500
2018-01-17,118.290001,120.169998,118.209999,119.180000,119.180000,4554600
2018-01-18,119.089996,119.620003,118.650002,119.050003,119.050003,6221800
2018-01-19,119.480003,120.680000,118.639999,120.169998,120.169998,6002600
2018-01-22,120.099998,121.849998,120.000000,121.510002,121.510002,4308600
2018-01-23,121.070000,122.510002,120.849998,121.300003,121.300003,3536900
2018-01-24,121.239998,121.480003,120.820000,121.139999,121.139999,3445200
2018-01-25,120.610001,121.449997,120.360001,120.900002,120.900002,2712900
2018-01-26,120.610001,121.839996,120.610001,121.760002,121.760002,3993900
2018-01-29,121.379997,122.160004,119.650002,119.669998,119.669998,3854700
2018-01-30,119.680000,121.199997,119.500000,119.889999,119.889999,4945200
2018-01-31,119.839996,120.750000,119.510002,120.300003,120.300003,4018100
2018-02-01,119.919998,121.010002,119.279999,120.300003,120.300003,3485600
2018-02-02,119.910004,120.279999,118.400002,118.669998,118.669998,3348900
2018-02-05,118.570000,119.660004,114.410004,114.459999,114.459999,5347600
2018-02-06,112.440002,113.949997,110.150002,113.559998,113.559998,6642600
