Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
CL,2018-01-15,null,null,null,null,null,null
CL,2018-01-16,74.940002,75.730003,74.599998,75.419998,75.030731,4580500
CL,2018-01-17,75.820000,77.120003,75.669998,76.680000,76.284233,3455200
CL,2018-01-18,76.720001,77.290001,76.349998,76.629997,76.234489,4040100
CL,2018-01-19,76.959999,77.910004,76.800003,77.500000,77.099998,4480600
CL,2018-01-22,76.870003,77.550003,76.639999,77.379997,77.379997,2824700
CL,2018-01-23,77.000000,77.169998,76.370003,76.900002,76.900002,3388900
CL,2018-01-24,76.989998,77.150002,76.449997,76.800003,76.800003,3767900
CL,2018-01-25,77.070000,77.360001,76.620003,77.309998,77.309998,4236300
CL,2018-01-26,73.839996,74.290001,72.449997,73.559998,73.559998,13162400
CL,2018-01-29,73.410004,74.400002,72.830002,73.790001,73.790001,8636800
CL,2018-01-30,73.779999,74.760002,73.120003,74.669998,74.669998,6027700
CL,2018-01-31,74.769997,74.769997,73.139999,74.239998,74.239998,5458900
CL,2018-02-01,74.330002,74.629997,73.180000,73.330002,73.330002,3900300
CL,2018-02-02,72.989998,73.150002,72.290001,72.430000,72.430000,5130500
CL,2018-02-05,72.339996,72.980003,69.779999,69.809998,69.809998,6278000
CL,2018-02-06,69.099998,71.040001,68.190002,70.410004,70.410004,6903800
CL,2018-02-07,70.400002,71.040001,70.019997,70.169998,70.169998,4413200
CL,2018-02-08,70.169998,70.290001,68.940002,68.949997,68.949997,4875200
CL,2018-02-09,69.540001,70.059998,68.489998,69.760002,69.760002,6097600
CL,2018-02-12,70.010002,70.870003,69.739998,70.190002,70.190002,3301900
CL,2018-02-13,69.949997,70.449997,69.690002,70.300003,70.300003,3528622
