Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,101.279999,101.279999,98.180000,99.489998,98.781418,5582000
2018-01-09,99.489998,100.660004,98.699997,100.239998,99.526077,4055400
2018-01-10,99.650002,100.199997,99.180000,99.690002,98.980003,4608600
2018-01-11,99.370003,99.489998,98.559998,99.269997,99.269997,4240900
2018-01-12,99.339996,100.639999,98.660004,100.339996,100.339996,4372600
2018-01-16,100.260002,103.000000,100.000000,102.489998,102.489998,8528600
2018-01-17,103.000000,104.839996,102.550003,104.360001,104.360001,5384900
2018-01-18,104.290001,104.849998,103.440002,103.809998,103.809998,6371200
2018-01-19,104.330002,104.870003,103.550003,104.639999,104.639999,4991300
2018-01-22,104.699997,106.540001,104.459999,106.489998,106.489998,4538100
2018-01-23,106.169998,106.970001,105.029999,105.379997,105.379997,5095300
2018-01-24,105.260002,106.230003,104.099998,105.510002,105.510002,4436500
2018-01-25,105.949997,108.370003,105.739998,108.300003,108.300003,6327500
2018-01-26,114.500000,125.860001,113.500000,123.209999,123.209999,19614500
2018-01-29,121.500000,124.150002,118.980003,122.309998,122.309998,10182700
2018-01-30,119.419998,121.449997,115.870003,115.879997,115.879997,11851400
2018-01-31,116.209999,116.500000,111.290001,112.220001,112.220001,15744800
2018-02-01,112.239998,117.529999,112.230003,116.339996,116.339996,9943500
2018-02-02,115.500000,117.930000,114.919998,115.169998,115.169998,7184400
2018-02-05,113.000000,115.540001,109.400002,109.510002,109.510002,9827800
2018-02-06,104.910004,113.519997,101.000000,111.199997,111.199997,13874500
