Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,101.000000,101.199997,100.120003,100.150002,100.150002,1896500
2018-01-09,100.360001,100.800003,100.269997,100.519997,100.519997,2978500
2018-01-10,100.389999,101.589996,100.330002,101.220001,101.220001,2279200
2018-01-11,101.440002,101.440002,100.199997,100.730003,100.730003,2745400
2018-01-12,100.860001,101.029999,99.930000,100.970001,100.970001,3231500
2018-01-16,102.010002,102.389999,100.150002,100.339996,100.339996,3814000
2018-01-17,100.989998,101.000000,99.239998,100.760002,100.760002,4469700
2018-01-18,100.839996,100.839996,99.580002,99.860001,99.860001,5290700
2018-01-19,97.010002,98.940002,96.349998,98.029999,98.029999,12306000
2018-01-22,97.260002,98.339996,96.839996,98.320000,98.320000,4983600
2018-01-23,98.160004,98.400002,97.440002,97.980003,97.980003,4375200
2018-01-24,98.250000,99.510002,98.160004,99.300003,99.300003,4949500
2018-01-25,99.430000,100.110001,99.199997,99.690002,99.690002,3375200
2018-01-26,99.849998,99.949997,98.949997,99.629997,99.629997,3668700
2018-01-29,99.750000,100.180000,99.230003,99.410004,99.410004,3472100
2018-01-30,99.449997,100.099998,98.690002,98.709999,98.709999,3466500
2018-01-31,98.739998,99.709999,98.500000,99.400002,99.400002,3202900
2018-02-01,98.949997,100.040001,98.400002,100.000000,100.000000,2952100
2018-02-02,99.529999,99.690002,96.639999,96.680000,96.680000,4663300
2018-02-05,95.830002,96.720001,88.610001,92.010002,92.010002,6421900
2018-02-06,89.750000,94.220001,88.510002,94.180000,94.180000,7176400
