Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,36.720001,36.799999,36.330002,36.450001,36.115414,18941500
2018-01-09,36.439999,36.639999,36.360001,36.410000,36.075783,16011600
2018-01-10,36.340000,36.610001,36.310001,36.470001,36.135231,17794900
2018-01-11,36.639999,36.700001,36.419998,36.560001,36.224407,14328800
2018-01-12,36.630001,36.799999,36.459999,36.540001,36.204590,19203700
2018-01-16,36.570000,36.980000,36.470001,36.599998,36.264038,28972200
2018-01-17,36.820000,37.369999,36.770000,37.180000,36.838715,24034500
2018-01-18,37.169998,37.169998,36.700001,36.990002,36.650459,18924600
2018-01-19,37.189999,37.279999,36.500000,36.939999,36.600914,29538600
2018-01-22,36.889999,37.070000,36.730000,36.930000,36.591007,20285100
2018-01-23,36.820000,37.080002,36.540001,36.820000,36.482018,17578000
2018-01-24,36.990002,37.070000,36.730000,36.930000,36.591007,17716500
2018-01-25,36.970001,37.340000,36.900002,37.230000,36.888256,18015400
2018-01-26,37.299999,39.090000,37.299999,39.009998,38.651913,48805900
2018-01-29,39.000000,39.430000,38.770000,39.020000,38.661823,34894700
2018-01-30,38.209999,38.750000,37.349998,37.799999,37.453022,45999700
2018-01-31,37.919998,37.990002,36.830002,37.040001,36.700001,34022700
2018-02-01,36.610001,37.400002,36.610001,36.830002,36.830002,28176400
2018-02-02,36.599998,37.250000,36.509998,36.610001,36.610001,24277900
2018-02-05,36.480000,36.700001,34.000000,34.669998,34.669998,40288100
2018-02-06,34.160000,35.480000,34.000000,35.279999,35.279999,53075700
