Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
AMGN,2018-01-16,185.619995,187.449997,184.169998,185.539993,185.539993,3374600
AMGN,2018-01-17,187.699997,189.300003,185.899994,188.009995,188.009995,4018200
AMGN,2018-01-18,187.449997,188.559998,185.5,187.589996,187.589996,3084900
AMGN,2018-01-19,188.360001,189.720001,187.600006,189.279999,189.279999,3652300
AMGN,2018-01-22,189.729996,192.570007,189.429993,192.330002,192.330002,3579800
AMGN,2018-01-23,193,196.029999,191.600006,191.990005,191.990005,3486700
AMGN,2018-01-24,192.75,192.940002,189.509995,190.630005,190.630005,2765700
AMGN,2018-01-25,191.399994,191.800003,188.899994,190.080002,190.080002,2470300
AMGN,2018-01-26,191.050003,196.800003,190.990005,196.009995,196.009995,3920300
AMGN,2018-01-29,196.210007,201.229996,195.649994,198,198,4565700
AMGN,2018-01-30,196.179993,196.470001,190.550003,191.270004,191.270004,3990800
AMGN,2018-01-31,191.639999,192.270004,184.649994,186.050003,186.050003,4677700
AMGN,2018-02-01,185,186.830002,182.330002,185.559998,185.559998,4078100
AMGN,2018-02-02,183.460007,192.600006,183.009995,187.009995,187.009995,7029400
AMGN,2018-02-05,186.820007,188.600006,174.619995,174.75,174.75,6922800
AMGN,2018-02-06,177.990005,180.279999,172.039993,176.649994,176.649994,7527700
AMGN,2018-02-07,176.25,180.990005,176,177.470001,177.470001,5715700
AMGN,2018-02-08,177.929993,180.419998,173,173.119995,173.119995,6026800
AMGN,2018-02-09,174.130005,175.460007,168.25,173.460007,173.460007,6093900
AMGN,2018-02-12,174.300003,176.669998,173,174.869995,174.869995,4275200
AMGN,2018-02-13,173.869995,176.699997,172.460007,175.940002,175.940002,3451902
