Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
GOOG,2018-01-16,1132.51001,1139.910034,1117.832031,1121.76001,1121.76001,1575300
GOOG,2018-01-17,1126.219971,1132.599976,1117.01001,1131.97998,1131.97998,1202600
GOOG,2018-01-18,1131.410034,1132.51001,1117.5,1129.790039,1129.790039,1198200
GOOG,2018-01-19,1131.829956,1137.859985,1128.300049,1137.51001,1137.51001,1778200
GOOG,2018-01-22,1137.48999,1159.880005,1135.109985,1155.810059,1155.810059,1618000
GOOG,2018-01-23,1159.849976,1171.626953,1158.75,1169.969971,1169.969971,1333100
GOOG,2018-01-24,1177.329956,1179.859985,1161.050049,1164.23999,1164.23999,1416600
GOOG,2018-01-25,1172.530029,1175.939941,1162.76001,1170.369995,1170.369995,1480500
GOOG,2018-01-26,1175.079956,1175.839966,1158.109985,1175.839966,1175.839966,2018800
GOOG,2018-01-29,1176.47998,1186.890015,1171.97998,1175.579956,1175.579956,1378900
GOOG,2018-01-30,1167.829956,1176.52002,1163.52002,1163.689941,1163.689941,1556300
GOOG,2018-01-31,1170.569946,1173,1159.130005,1169.939941,1169.939941,1538700
GOOG,2018-02-01,1162.609985,1174,1157.52002,1167.699951,1167.699951,2412100
GOOG,2018-02-02,1122,1123.069946,1107.277954,1111.900024,1111.900024,4857900
GOOG,2018-02-05,1090.599976,1110,1052.030029,1055.800049,1055.800049,3798300
GOOG,2018-02-06,1027.180054,1081.709961,1023.137024,1080.599976,1080.599976,3448000
GOOG,2018-02-07,1081.540039,1081.780029,1048.26001,1048.579956,1048.579956,2369200
GOOG,2018-02-08,1055.410034,1058.619995,1000.659973,1001.52002,1001.52002,2859100
GOOG,2018-02-09,1017.25,1043.969971,992.559998,1037.780029,1037.780029,3505900
GOOG,2018-02-12,1048,1061.5,1040.927979,1051.939941,1051.939941,2051100
GOOG,2018-02-13,1045,1058.369995,1044.087158,1052.099976,1052.099976,1264924
