Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
FOX,2018-01-16,36.5,36.529999,35.75,35.790001,35.790001,3145700
FOX,2018-01-17,36.119999,36.540001,35.849998,36.490002,36.490002,3030900
FOX,2018-01-18,36.439999,36.439999,35.650002,35.73,35.73,3525900
FOX,2018-01-19,35.610001,36.259998,35.57,36.259998,36.259998,5556900
FOX,2018-01-22,36.450001,37.07,35.990002,36.959999,36.959999,3586000
FOX,2018-01-23,36.619999,37.32,36.59,37.189999,37.189999,3866100
FOX,2018-01-24,37.349998,37.970001,37.220001,37.490002,37.490002,2569200
FOX,2018-01-25,37.509998,37.84,37.389999,37.73,37.73,2565800
FOX,2018-01-26,37.869999,38.43,37.439999,38.32,38.32,2511100
FOX,2018-01-29,38.099998,38.52,38.099998,38.139999,38.139999,2415500
FOX,2018-01-30,38.41,38.560001,37.849998,37.880001,37.880001,2268600
FOX,2018-01-31,37.830002,37.84,36.259998,36.490002,36.490002,3546300
FOX,2018-02-01,36.490002,37.150002,36.25,36.709999,36.709999,2743600
FOX,2018-02-02,36.400002,36.93,36.09,36.220001,36.220001,2921100
FOX,2018-02-05,36.060001,37.049999,35.549999,35.560001,35.560001,5306900
FOX,2018-02-06,35.009998,36.439999,34.759998,36.419998,36.419998,7349300
FOX,2018-02-07,36.41,36.959999,35.619999,35.700001,35.700001,4004200
FOX,2018-02-08,35.68,35.959999,34.049999,34.09,34.09,4486400
FOX,2018-02-09,34.380001,35.48,33.75,35.189999,35.189999,5539800
FOX,2018-02-12,35.740002,36.389999,35.73,35.950001,35.950001,3072900
FOX,2018-02-13,35.560001,36.380001,35.560001,36.189999,36.189999,1649887
