Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,110.889999,111.279999,109.540001,110.019997,110.019997,8052600
2018-01-09,110.129997,110.860001,109.860001,109.940002,109.940002,5838000
2018-01-10,109.959999,110.500000,109.010002,109.470001,109.470001,6060000
2018-01-11,110.250000,111.080002,109.510002,110.989998,110.989998,6427000
2018-01-12,111.320000,112.720001,111.000000,112.470001,112.470001,5899900
2018-01-16,113.070000,113.160004,110.620003,110.690002,110.690002,8069200
2018-01-17,111.199997,112.209999,110.570000,111.970001,111.970001,7030700
2018-01-18,111.739998,111.989998,110.199997,110.419998,110.419998,8070900
2018-01-19,110.970001,111.089996,109.839996,110.589996,110.589996,10514300
2018-01-22,110.269997,111.559998,110.059998,111.099998,111.099998,8073600
2018-01-23,110.269997,111.139999,109.889999,110.410004,110.410004,7477300
2018-01-24,110.959999,111.430000,110.290001,110.500000,110.500000,7211800
2018-01-25,110.599998,111.820000,110.120003,110.550003,110.550003,6291000
2018-01-26,110.809998,112.529999,110.669998,112.190002,112.190002,7743800
2018-01-29,112.099998,112.449997,111.239998,111.540001,111.540001,6847800
2018-01-30,111.419998,112.419998,110.099998,110.110001,110.110001,8393900
2018-01-31,110.080002,110.120003,108.470001,108.669998,108.669998,9841400
2018-02-01,108.620003,110.650002,107.360001,110.489998,110.489998,9518900
2018-02-02,109.949997,110.580002,108.449997,108.699997,108.699997,9947700
2018-02-05,107.099998,108.629997,104.010002,104.699997,104.699997,15107900
2018-02-06,102.879997,106.199997,101.760002,106.169998,106.169998,16874000
