Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
CMCSA,2018-01-16,42.59,42.59,41.75,41.82,41.82,19018100
CMCSA,2018-01-17,42.049999,42.209999,41.41,41.68,41.68,17078100
CMCSA,2018-01-18,41.060001,41.939999,41.009998,41.849998,41.849998,21817300
CMCSA,2018-01-19,41.950001,42.580002,41.790001,42.5,42.5,23591700
CMCSA,2018-01-22,42.41,42.919998,42.150002,42.889999,42.889999,22437400
CMCSA,2018-01-23,42.5,42.84,41.959999,42.439999,42.439999,19155500
CMCSA,2018-01-24,42.700001,44,41.57,42.990002,42.990002,48918800
CMCSA,2018-01-25,43.119999,43.529999,41.98,42.139999,42.139999,27799100
CMCSA,2018-01-26,42.099998,42.799999,41.950001,42.799999,42.799999,27999900
CMCSA,2018-01-29,42.299999,42.34,41.349998,41.98,41.98,21559300
CMCSA,2018-01-30,42.029999,42.459999,41.689999,42.34,42.34,21398600
CMCSA,2018-01-31,42.290001,42.73,42.080002,42.529999,42.529999,26926300
CMCSA,2018-02-01,42.169998,42.59,41.880001,41.889999,41.889999,26485900
CMCSA,2018-02-02,41.5,42.16,40.830002,41.110001,41.110001,32030600
CMCSA,2018-02-05,41.360001,41.639999,39.099998,39.200001,39.200001,42367300
CMCSA,2018-02-06,38.919998,39.799999,38.5,39.669998,39.669998,48696300
CMCSA,2018-02-07,39.5,40.419998,39.369999,40.150002,40.150002,33065600
CMCSA,2018-02-08,39.900002,40.16,38.150002,38.189999,38.189999,34122900
CMCSA,2018-02-09,38.369999,38.990002,37.43,38.57,38.57,37376000
CMCSA,2018-02-12,38.599998,39.07,38.27,38.540001,38.540001,30089300
CMCSA,2018-02-13,38.16,39.169998,38.099998,38.959999,38.959999,18133300
