Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
SLB,2018-01-16,77.75,78,76.949997,77.169998,76.629211,11902500
SLB,2018-01-17,77,77.790001,76.410004,77.209999,76.66893,8009600
SLB,2018-01-18,76.57,77.470001,75.690002,76.370003,75.834824,10588500
SLB,2018-01-19,75,77.18,74.25,76.419998,75.884468,13389800
SLB,2018-01-22,77.040001,79.879997,76.839996,79.790001,79.230858,13192700
SLB,2018-01-23,79.82,80.349998,78.580002,79.209999,78.654915,9332600
SLB,2018-01-24,78.959999,79.25,77.669998,78.18,77.632133,10369000
SLB,2018-01-25,78.980003,79.089996,77.230003,77.330002,76.788094,7142000
SLB,2018-01-26,77.690002,78.18,77.389999,77.610001,77.066132,6055300
SLB,2018-01-29,77.089996,77.410004,76.099998,76.379997,75.844749,7877900
SLB,2018-01-30,75.400002,75.790001,73.93,74.540001,74.017647,11371000
SLB,2018-01-31,74.889999,74.949997,73.110001,73.580002,73.064377,10198700
SLB,2018-02-01,73.790001,75.559998,73.790001,75.510002,74.98085,8671600
SLB,2018-02-02,74.879997,75.25,73.360001,73.690002,73.173607,9066600
SLB,2018-02-05,72.849998,74.379997,70.589996,71.349998,70.849998,11310300
SLB,2018-02-06,69.510002,72.559998,69,71.040001,71.040001,12391900
SLB,2018-02-07,71.150002,72.529999,69.620003,69.75,69.75,7345000
SLB,2018-02-08,69.800003,69.900002,67.349998,67.400002,67.400002,12186000
SLB,2018-02-09,68.18,68.370003,63.369999,65.190002,65.190002,19725600
SLB,2018-02-12,66.370003,67.68,66.269997,66.839996,66.839996,11056800
SLB,2018-02-13,66.629997,66.860001,65.68,65.919998,65.919998,7959910
