Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
NEE,2018-01-16,150.440002,151.080002,149.070007,150.539993,150.539993,1867900
NEE,2018-01-17,150.949997,152.75,150.580002,151.880005,151.880005,2326100
NEE,2018-01-18,152.059998,152.059998,150.220001,150.779999,150.779999,1987800
NEE,2018-01-19,151.080002,151.270004,149.940002,150.160004,150.160004,2247000
NEE,2018-01-22,150.460007,151.300003,149.600006,150.020004,150.020004,1859700
NEE,2018-01-23,150,153.100006,150,152.720001,152.720001,2648100
NEE,2018-01-24,151.929993,152.229996,150.080002,150.850006,150.850006,1968600
NEE,2018-01-25,150.830002,153.350006,150,153.089996,153.089996,2461300
NEE,2018-01-26,154.860001,159.229996,154.699997,157.690002,157.690002,3646800
NEE,2018-01-29,157.199997,157.300003,155.490005,155.679993,155.679993,2514300
NEE,2018-01-30,155.5,156.479996,154.289993,155.100006,155.100006,1955800
NEE,2018-01-31,155.229996,158.779999,154.619995,158.419998,158.419998,3232700
NEE,2018-02-01,158.610001,159.639999,155.669998,156.339996,156.339996,2212000
NEE,2018-02-02,155.479996,157.419998,155.080002,155.919998,155.919998,2322800
NEE,2018-02-05,156.039993,158.279999,153.850006,154.289993,154.289993,3653100
NEE,2018-02-06,151.830002,153.360001,147.149994,149.559998,149.559998,4235300
NEE,2018-02-07,149.610001,150.679993,147.889999,148.089996,148.089996,2878700
NEE,2018-02-08,147.679993,149.110001,145.270004,145.289993,145.289993,2420900
NEE,2018-02-09,145.979996,149.149994,145.100006,148.100006,148.100006,2272700
NEE,2018-02-12,148.220001,151.149994,146.860001,150,150,2022100
NEE,2018-02-13,149.779999,151.820007,148.25,151.070007,151.070007,1578082
