Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,1827.489990,1874.949951,1825.189941,1851.810059,1851.810059,555600
2018-01-09,1863.199951,1876.729980,1857.500000,1865.290039,1865.290039,368800
2018-01-10,1855.520020,1873.550049,1855.420044,1872.910034,1872.910034,274200
2018-01-11,1880.000000,1900.859985,1877.880005,1893.099976,1893.099976,385900
2018-01-12,1898.040039,1925.979980,1890.010010,1919.400024,1919.400024,555300
2018-01-16,1930.709961,1949.829956,1914.959961,1919.469971,1919.469971,604900
2018-01-17,1927.550049,1958.959961,1918.680054,1949.900024,1949.900024,515700
2018-01-18,1948.650024,1957.489990,1925.969971,1926.709961,1926.709961,398600
2018-01-19,1931.479980,1933.800049,1901.030029,1910.209961,1910.209961,634500
2018-01-22,1910.000000,1926.689941,1901.000000,1915.770020,1915.770020,398200
2018-01-23,1927.550049,1969.359985,1924.989990,1962.939941,1962.939941,472000
2018-01-24,1977.910034,1984.939941,1942.650024,1955.239990,1955.239990,405300
2018-01-25,1966.880005,1976.599976,1945.469971,1949.670044,1949.670044,329900
2018-01-26,1960.989990,1964.959961,1944.959961,1950.479980,1950.479980,380500
2018-01-29,1942.670044,1960.459961,1921.250000,1929.229980,1929.229980,448800
2018-01-30,1907.119995,1933.130005,1900.329956,1921.530029,1921.530029,382300
2018-01-31,1928.010010,1934.969971,1896.000000,1912.050049,1912.050049,452800
2018-02-01,1903.989990,1928.839966,1893.390015,1903.689941,1903.689941,360000
2018-02-02,1890.130005,1900.000000,1856.569946,1859.099976,1859.099976,513800
2018-02-05,1841.300049,1872.609985,1816.500000,1825.930054,1825.930054,548200
2018-02-06,1800.010010,1864.000000,1800.010010,1858.660034,1858.660034,556100
