Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,74.599998,75.239998,74.410004,75.190002,75.190002,3174600
2018-01-09,75.230003,75.440002,74.809998,74.889999,74.889999,2985100
2018-01-10,74.900002,74.949997,74.139999,74.250000,74.250000,4094300
2018-01-11,74.639999,75.989998,74.269997,75.820000,75.820000,5061100
2018-01-12,76.000000,76.760002,75.769997,76.529999,76.529999,5781100
2018-01-16,76.779999,76.790001,75.269997,75.269997,75.269997,4333100
2018-01-17,75.570000,76.190002,74.959999,75.860001,75.860001,3109900
2018-01-18,75.809998,76.099998,75.370003,75.389999,75.389999,3012400
2018-01-19,75.449997,75.629997,75.099998,75.550003,75.550003,3224800
2018-01-22,75.739998,77.629997,75.739998,77.629997,77.629997,4309400
2018-01-23,77.449997,77.900002,77.220001,77.419998,77.419998,3314000
2018-01-24,77.760002,78.089996,77.070000,77.559998,77.559998,3356100
2018-01-25,77.580002,77.769997,76.680000,76.739998,76.739998,2468700
2018-01-26,76.800003,77.300003,76.489998,77.180000,77.180000,2345900
2018-01-29,76.879997,77.190002,76.080002,76.239998,76.239998,3014800
2018-01-30,75.480003,76.040001,74.680000,74.760002,74.760002,4415200
2018-01-31,74.860001,75.250000,74.220001,74.970001,74.970001,4626100
2018-02-01,75.019997,76.279999,74.989998,76.099998,76.099998,3165300
2018-02-02,75.199997,75.199997,73.349998,73.580002,73.580002,5505000
2018-02-05,72.989998,73.870003,70.050003,70.910004,70.910004,5786800
2018-02-06,69.769997,71.660004,69.400002,71.220001,71.220001,5580200
